,,,,,,,,,,,,,,,,,,능력치,,,,,,,,,,,,,,,,,,전법,,,,,,개성,,,,,진형,,,,,,,,,,
892,이회,203,남,175,194,0,231,0,66,,,건녕,건녕,미등장,없음,0,,78,65,78,77,74,건강,왕도,운반개발,3,위엄남,위엄남,0,,,이회,,,1,화시,연노,경파,투석,,,붕벽,숲전,태연,감지,조달,,,1,,1,1,,,,1,
893,이각,69,남,148,184,184,198,1,1,동탁,동탁,천수,천수,일반,건무교위,100,,69,72,23,1,16,건강,아도,화계연구,3,거만남,거만남,0,,,이각,,,1,돌격,화시,매성,,,,징세,강탈,악명,낭비,단려,,1,,,,,,,1,,
894,이악,1272,남,160,184,184,196,1,8,장각,장각,평원,평원,일반,소방거수,95,,57,70,36,13,17,건강,아도,운반개발,3,난폭남,난폭남,0,,,이악,,,1,화시,견제,,,,,적도,강탈,공명,난폭,탐욕,,,,,,1,,,,,
895,이감,657,남,176,195,0,211,1,48,,,무위,무위,미등장,없음,0,,58,68,33,36,45,건강,패도,침략황폐,2,보통남,보통남,0,,,이감,,,1,저지,매성,,,,,공명,,,,,,1,,,,,,,,,
896,이흠,1273,남,215,234,0,250,0,73,,,자동,자동,미등장,없음,0,,62,75,45,44,54,건강,패도,장사강화,3,용장남,용장남,0,,,이흠,,,1,철벽,교란,,,,,산전,축성,,,,,,,1,,1,,,,,
897,육윤,1274,남,201,220,0,271,0,122,,,오,오,미등장,없음,0,,72,60,73,66,70,건강,예교,지세연구,3,정중남,정중남,0,,,육손,,,2,견제,업화,혼란,구축,,,숲전,위무,,,,,,,,1,1,,1,,,
898,육울생,850,여,212,224,0,266,0,121,,,오,오,미등장,없음,0,,22,33,61,50,67,건강,예교,정령철저,2,보통녀,보통녀,0,,,육손,육적,,2,진정,,,,,,소욕,,,,,,,,1,,,,,1,,
899,육개,288,남,198,217,0,269,0,122,,,오,오,미등장,없음,0,,65,61,78,85,73,건강,왕도,병기강화,4,정중남,정중남,0,,,육손,,,2,업화,투석,구축,시람,,,숲전,동지,능리,친월,,,,,,,1,,,,1,
900,육항,149,남,226,240,0,274,0,122,,,오,오,미등장,없음,0,,91,63,87,85,87,건강,왕도,시설개발,5,정중남,정중남,0,,,육손,육손,손씨,2,천지통찰,연노,경파,정란,구축,시람,독장,수전,일심,봉살,개수,1,,,1,1,,,1,,,
901,육적,454,남,187,206,0,219,0,121,,,오,오,미등장,없음,0,,15,7,65,72,43,건강,왕도,호적정비,3,정중남,정중남,0,,,육손,,,1,충차,구축,,,,,자비,명성,학자,,,1,,,,,,,,1,,
902,육손,117,남,183,202,0,245,1,122,,,오,오,미등장,없음,0,,96,69,95,88,91,건강,왕도,문사무비,2,정중남,정중남,48,,,육손,,,1,극염,화시,혼란,진정,강습,시람,신기,수전,화공,침착,주석,1,,1,,1,,,1,1,,
903,육모,1275,남,188,207,0,239,0,119,,,오,오,미등장,없음,0,,11,12,71,68,78,건강,예교,호적정비,3,정중남,정중남,0,,,육손,,,1,진정,,,,,,교화,소욕,,,,,,1,,,,,,,,
904,이엄,118,남,168,187,0,234,0,71,,,완,완,미등장,없음,0,,83,84,76,74,52,건강,패도,운반개발,4,거만남,거만남,0,,,이엄,,,1,화시,연노,철벽,매성,정란,,견수,교사,축성,운반,오만,1,,1,,1,,,1,,,
905,이형,1276,남,204,223,0,263,0,136,,,양양,양양,미등장,없음,0,,30,24,63,70,52,건강,명리,지역순회,3,보통남,보통남,0,,,이형,,,1,매성,,,,,,법률,,,,,,,1,,,,,,,,
906,이씨,851,여,223,240,0,264,1,75,,,자동,자동,미등장,없음,0,,15,12,66,70,71,건강,예교,본초학,3,현명녀,현명녀,0,,,이씨,,,1,매성,,,,,,노발,,,,,,,,1,,,,,,,
907,이유,119,남,150,184,184,192,1,1,동탁,동탁,천수,천수,일반,의조종사,120,,61,26,93,75,35,건강,명리,지세연구,5,책사남,책사남,74,,,이유,,,1,짐독,업화,매성,정란,,,선동,감지,징세,책사,악명,,,1,1,,,,1,1,,
908,이숙,266,남,156,184,0,192,1,146,,,진양,진양,미발견,없음,0,,47,67,60,30,28,건강,명리,종횡술,2,교활남,교활남,0,,,이숙,,,1,연노,도발,,,,,교사,공명,나약,,,,1,1,,,,,,,,
909,이승,644,남,201,220,0,249,1,19,,,완,완,미등장,없음,0,,13,22,29,69,55,건강,명리,병기강화,1,교활남,교활남,0,,,이승,,,1,투석,,,,,,소심,우유,,,,,,,,1,,,,,1,
910,이소,1277,남,188,207,0,225,0,79,,,성도,성도,미등장,없음,0,,44,28,68,64,71,건강,예교,정령철저,3,보통남,보통남,0,,,이조,,,1,,,,,,,명성,능리,,,,,,,1,,,,,,,
911,이통,658,남,168,187,0,211,1,22,,,여남,여남,미등장,없음,0,,73,81,57,63,65,건강,패도,추행강화,4,난폭남,난폭남,0,,,이통,,,1,급습,경파,구축,,,,소탕,징세,동원,저돌,,,1,,,,,1,,,,
912,이조,1278,남,185,204,0,222,0,79,,,성도,성도,미등장,없음,0,,51,37,57,69,75,건강,예교,호적정비,3,보통남,보통남,0,,,이조,,,1,정란,,,,,,명성,문화,,,,,,,,,,,1,,,
913,이전,167,남,174,189,0,216,0,22,,,복양,복양,미등장,없음,0,,77,77,79,74,62,건강,할거,시설개발,3,용장남,용장남,0,,,이전,,,1,제사,연노,진정,충차,투석,,발명,명경,감지,신중,운반,,,1,,,,,,1,1,
914,이부,797,남,162,184,0,210,0,106,,,남피,남피,미발견,없음,0,,31,36,74,71,67,건강,예교,지역진흥,3,책사남,책사남,0,,,이부,,,1,저지,치료,,,,,절약,능리,,,,,,,1,,,,,,,
915,이복,1279,남,177,194,0,238,0,65,,,자동,자동,미등장,없음,0,,64,41,62,68,65,건강,예교,운반개발,2,보통남,보통남,0,,,이복,,,1,고무,,,,,,조달,능리,,,,,,1,,,,,,,,
916,이보,885,남,198,219,0,265,0,20,,,상용,상용,미등장,없음,0,,61,64,52,35,36,건강,명리,삼령오신,2,보통남,보통남,0,,,이보,,,1,혼란,도발,,,,,공명,,,,,,1,,,,,,,,,
917,이풍,455,남,202,216,0,260,0,71,,,완,완,미등장,없음,0,,55,48,67,72,66,건강,왕도,병참개혁,3,정중남,정중남,0,,,이엄,이엄,,2,화시,고무,,,,,운반,모집,,,,,,1,,,1,,,,,
918,이풍,652,남,204,223,0,254,1,20,,,장안,장안,미등장,없음,0,,24,33,66,71,63,건강,왕도,병기강화,3,위엄남,위엄남,0,,,이풍,,,1,혼란,매성,,,,,안목,소욕,,,,,,,1,,,,1,,,
919,이풍,723,남,158,184,0,197,0,138,,,복양,복양,미발견,없음,0,,69,74,50,22,53,건강,패도,성벽확장,3,용장남,용장남,0,,,이풍,,,1,분전,경파,,,,,조달,,,,,1,,,,,,,,,,
920,이봉,1280,남,157,191,0,195,1,112,,,복양,복양,미등장,없음,0,,58,65,38,49,54,건강,명리,공법개혁,2,난폭남,난폭남,0,,,이봉,,,1,경파,,,,,,단려,경망,,,,,1,,,,,,,,,
921,이밀,1281,남,224,238,0,287,0,50,,,성도,성도,미등장,없음,0,,14,6,65,71,58,건강,예교,태학,3,정중남,정중남,0,,,이밀,,,1,고무,,,,,,문화,능리,,,,,,,,1,,,,,,
922,이몽,1282,남,151,184,184,192,1,148,동탁,동탁,천수,천수,일반,없음,100,,67,66,33,16,34,건강,아도,봉시강화,2,난폭남,난폭남,0,,,이몽,,,1,분전,대갈,,,,,저돌,경솔,,,,,1,,,,,,,,,
923,유은,1283,남,189,208,0,268,0,73,,,성도,성도,미등장,없음,0,,77,74,68,43,64,건강,패도,성벽확장,3,용장남,용장남,0,,,유은,,,1,철벽,교란,저지,,,,산전,견뢰,,,,,1,,1,,1,,,,,
924,유영,1284,남,210,224,0,269,0,75,,,계,계,미등장,없음,0,,36,25,49,55,65,건강,왕도,정령철저,2,보통남,보통남,0,,,유비,유비,,2,고무,,,,,,절약,,,,,,,,,1,,,,,,
925,유언,70,남,132,184,184,194,0,55,유언,유언,계,계,군주,없음,250,,54,38,79,81,86,건강,명리,화계연구,4,위엄남,위엄남,25,,,유언,,,1,업화,저지,도발,진정,충차,,사역,봉살,동원,모집,오만,,,1,,1,,,,1,,
926,유연,1285,남,166,190,0,221,0,27,,,진류,진류,미등장,없음,0,,67,63,45,40,51,건강,할거,성벽확장,2,보통남,보통남,0,,,유연,,,1,제사,철벽,구축,,,,개수,소심,,,,1,,,,,,,,,,
927,유화,798,남,165,184,184,203,0,96,하진,하진,장안,장안,일반,없음,100,,21,16,59,68,74,건강,예교,정령철저,3,정중남,정중남,0,,,유우,유우,,2,고무,,,,,,모집,인맥,,,,,,,1,,,,,,,
928,유괴,544,남,165,189,0,214,1,55,,,성도,성도,미등장,없음,0,,73,72,66,44,63,건강,할거,장사강화,3,호걸남,호걸남,0,,,유괴,,,1,연노,철벽,매성,,,,산전,견뢰,,,,1,,,,,1,,,,,
929,유기,120,남,174,188,0,209,0,76,,,복양,복양,미등장,없음,0,,51,10,62,71,73,건강,예교,지역진흥,3,정중남,정중남,0,,,유표,유표,,2,연노,시람,,,,,개수,소욕,허약,,,,,,1,1,,,,,,
930,유기,1286,남,184,197,0,232,0,134,,,북해,북해,미등장,없음,0,,33,35,60,69,79,건강,왕도,세출개선,3,정중남,정중남,0,,,유대,유요,,2,구축,,,,,,명성,교화,소욕,,,,,,1,,,,,,1,
931,유의,896,남,160,184,0,205,1,142,,,양평,양평,미발견,없음,0,,62,55,21,48,45,건강,할거,수군육성,2,보통남,보통남,0,,,유의,,,1,돌격,구축,,,,,조타,,,,,1,,,,,,,,,,
932,유우,459,남,145,184,184,193,1,96,하진,하진,장안,장안,태수,광록대부,120,,55,33,69,76,92,건강,예교,지역진흥,5,정중남,정중남,0,,,유우,,,1,부전굴적,치료,정란,,,,자비,명성,진흥,인정,친오,,,,,1,1,,1,,,
933,유훈,487,남,163,184,0,216,1,138,,,소패,소패,미발견,없음,0,,50,63,35,16,32,건강,아도,수군육성,2,교활남,교활남,0,,,유훈,,,1,견제,업화,구축,,,,저돌,낭비,오만,난폭,,1,,,,,,,,,,
934,유현,446,남,188,202,0,252,0,134,,,영릉,영릉,미등장,없음,0,,54,66,51,42,52,건강,명리,시설개발,2,용장남,용장남,0,,,유도,유도,,2,돌격,도발,,,,,모집,소침,,,,,1,,,,,,,,,
935,유찬,557,남,183,202,0,255,1,129,,,회계,회계,미등장,없음,0,,75,77,65,56,66,건강,패도,수군육성,3,난폭남,난폭남,0,,,유찬,,,1,분전,대갈,강습,,,,악주,노발,조타,공명,,1,1,,,,,,,,,
936,유씨,774,여,164,184,184,205,0,101,하진,하진,낙양,낙양,일반,없음,100,,18,17,67,59,68,건강,아도,세출개선,2,요염녀,요염녀,0,원소,,유씨,,,1,도발,,,,,,오만,,,,,,,,1,,,,,,,
937,유순,175,남,184,198,0,239,0,55,,,계,계,미등장,없음,0,,68,54,45,50,62,건강,할거,학익강화,2,보통남,보통남,0,,,유언,유장,,3,분전,철벽,,,,,교련,견뢰,,,,,,,,1,1,,,,,
938,유장,71,남,162,184,184,219,0,55,유언,유언,계,계,일반,의조종사,120,,18,5,9,38,70,건강,예교,운반개발,3,정중남,정중남,0,,,유언,유언,,2,,,,,,,우유,나약,,,,,,1,,1,,,,,,
939,유소,555,남,195,212,0,264,0,28,,,업,업,미등장,없음,0,,68,52,73,79,68,건강,왕도,화계연구,3,책사남,책사남,0,,,유소,,,1,연노,업화,매성,투석,,,시상,법률,교화,학자,,,,1,,1,,,,,1,
940,유승,653,남,215,234,0,258,0,128,,,오,오,미등장,없음,0,,45,66,30,33,54,건강,패도,어린강화,2,보통남,보통남,0,,,유승,,,1,급습,,,,,,경솔,,,,,1,,,,,,,,,,
941,유심,282,남,238,252,0,263,1,75,,,계,계,미등장,없음,0,,60,62,67,70,80,건강,왕도,병참개혁,4,거만남,거만남,0,,,유비,유선,,3,대갈,저지,,,,,노발,,,,,1,,,,1,,,,,,
942,유정,1287,남,189,208,0,254,0,29,,,소패,소패,미등장,없음,0,,60,35,64,81,74,건강,예교,호적정비,4,정중남,정중남,0,,,유복,유복,,2,철벽,,,,,,조달,진흥,농정,교화,개수,,,1,1,,,,,,,
943,유선,662,남,224,238,0,264,1,78,,,계,계,미등장,없음,0,,8,21,36,51,55,건강,명리,세출개선,1,정중남,정중남,0,,,유비,유선,,3,,,,,,,소심,우유,나약,,,,,1,,,,,,,,
944,유선,1288,남,160,184,0,227,0,40,,,영릉,영릉,미발견,없음,0,,37,18,66,75,65,건강,할거,종횡술,3,정중남,정중남,0,,,유선,,,1,도발,진정,,,,,교화,,,,,,,1,,,,,,1,,
945,유선,72,남,207,221,0,271,0,78,,,계,계,미등장,없음,0,,3,5,9,4,68,건강,할거,태학,2,정중남,정중남,0,,,유비,유비,감씨,2,천의무봉,,,,,,강운,소침,우유,경망,,,,,1,,,,,,,
946,유종,193,남,195,207,0,208,1,45,,,복양,복양,미등장,없음,0,,22,22,64,65,70,건강,예교,지역진흥,3,정중남,정중남,0,,,유표,유표,채씨,2,시람,,,,,,소심,우유,,,,,,,,1,,,,,,
947,유대,447,남,147,184,184,202,0,36,하진,노식,진류,진류,일반,파로장군,99,,53,65,34,54,42,건강,명리,세출개선,2,교활남,교활남,0,,,유대,,,1,화시,,,,,,공명,낭비,나약,,,1,1,,,,,,,,,
948,유주,810,남,189,208,0,233,1,35,,,운남,운남,미등장,없음,0,,64,73,38,28,40,건강,아도,장사강화,3,난폭남,난폭남,0,,,유주,,,1,대갈,,,,,,남만,저돌,,,,,,,,,1,,,,,
949,유도,73,남,168,187,0,214,0,134,,,영릉,영릉,미등장,없음,0,,25,23,26,49,52,건강,명리,세출개선,1,교활남,교활남,0,,,유도,,,1,,,,,,,소심,동요,우유,,,,,1,,,,,,,,
950,유파,448,남,186,205,0,222,0,56,,,영릉,영릉,미등장,없음,0,,13,22,74,81,57,건강,명리,지역진흥,3,거만남,거만남,0,,,유파,,,1,혼란,매성,,,,,조달,법률,능리,소욕,,,,,,1,,,1,,,
951,유반,724,남,168,188,0,210,1,45,,,복양,복양,미등장,없음,0,,68,78,47,43,53,건강,패도,어린강화,3,용장남,용장남,0,,,유표,,,2,교란,구축,강습,,,,조타,분쇄,교련,,,1,1,,,,,,,,,
952,유비,36,남,161,184,184,223,0,75,유언,유언,계,계,일반,아문장군,100,,76,73,74,78,99,건강,왕도,경세제민,3,유비,보통남,18,,유비,유비,,,1,대기대덕,제사,화시,격려,,,탈토,영명,강운,구심,재기,,,1,,1,,1,,,,
953,유표,74,남,142,184,184,208,0,45,하진,하진,장안,장안,일반,산기시랑,99,,48,31,71,83,85,건강,예교,선종외시,3,정중남,정중남,0,,,유표,,,1,팔준지예,진정,구축,,,,자비,명성,진흥,교화,우유,,,,1,1,,,,1,,
954,유표,725,남,181,195,0,279,0,17,,,진양,진양,미등장,없음,0,,63,60,51,62,64,건강,할거,추행강화,2,호걸남,호걸남,0,,,어부라,어부라,,2,돌격,고무,,,,,흉노,향도,강건,,,,,,,,1,1,,,,
955,유민,1289,남,196,215,0,255,0,69,,,영릉,영릉,미등장,없음,0,,69,70,67,51,56,건강,왕도,지세연구,2,보통남,보통남,0,,,유민,,,1,연노,견제,도발,,,,산전,법률,,,,,,,1,,1,,,,,
956,유복,726,남,164,184,0,208,0,29,,,소패,소패,미발견,없음,0,,64,49,73,87,84,건강,왕도,지역진흥,4,정중남,정중남,0,,,유복,,,1,견제,고무,치료,,,,둔전,진흥,교화,위무,개수,,,1,1,,,,,,1,
957,유평,616,남,218,232,0,272,1,129,,,회계,회계,미등장,없음,0,,70,70,68,57,62,건강,패도,공법개혁,3,호걸남,호걸남,0,,,유찬,유찬,,2,견제,충차,구축,,,,개수,,,,,1,,,,,,,,1,,
958,유벽,257,남,145,184,184,201,1,74,장각,장각,복양,복양,일반,대방거수,99,,70,72,51,34,56,건강,할거,삼령오신,3,호걸남,호걸남,0,,,유벽,,,1,돌격,업화,도발,,,,숲전,적도,,,,,1,,,,1,,,,,
959,유봉,194,남,188,206,0,220,1,75,,,장사,장사,미등장,없음,0,,75,79,44,50,76,건강,패도,군제개혁,4,용장남,용장남,0,,,유비,유비,,1,돌격,교란,투석,구축,,,앙양,과감,모집,경망,,1,1,,,,,,,,1,
960,유방,1290,남,176,195,0,250,0,19,,,계,계,미등장,없음,0,,20,15,80,73,50,건강,명리,삼령오신,4,책사남,책사남,0,,,유방,,,1,업화,도발,매성,,,,언독,문화,능리,,,,,,,1,,,,,,
961,유모,1291,남,159,184,184,210,0,55,유언,유언,계,계,일반,사우종사,120,,51,40,47,44,42,건강,명리,지역순회,1,보통남,보통남,0,,,유언,유언,,2,,,,,,,허약,,,,,,,,1,,,,,,,
962,유엽,168,남,176,193,0,235,0,27,,,수춘,수춘,미등장,없음,0,,40,32,92,73,69,건강,패도,병기강화,5,책사남,책사남,43,,,유엽,,,1,업화,정란,충차,투석,,,발명,명경,감지,지낭,,,,,1,,,,1,1,1,
963,유요,75,남,156,184,0,197,0,11,,,북해,북해,미발견,없음,0,,65,66,47,72,64,건강,명리,지역순회,3,정중남,정중남,0,,,유대,,,1,견제,매성,시람,,,,인맥,동요,,,,1,,,,1,,,,,,
964,유리,1292,남,211,225,0,244,0,75,,,계,계,미등장,없음,0,,24,21,53,51,63,건강,왕도,삼령오신,2,보통남,보통남,0,,,유비,유비,,1,,,,,,,허약,,,,,,,,,,,1,,,,
965,유략,423,남,212,226,0,279,0,129,,,회계,회계,미등장,없음,0,,71,66,59,47,52,건강,패도,안행강화,3,용장남,용장남,0,,,유찬,유찬,,2,제사,철벽,강습,,,,간파,축성,,,,,1,1,,,,,,,,
966,여위황,449,남,159,188,0,200,1,105,,,남피,남피,미등장,없음,0,,60,63,28,39,41,건강,할거,성벽확장,2,보통남,보통남,0,,,여위황,,,1,분전,,,,,,운반,동요,,,,,1,,,,,,,,,
967,여일,1293,남,198,217,0,238,1,115,,,건업,건업,미등장,없음,0,,10,19,40,21,3,건강,아도,지역순회,1,교활남,교활남,0,,,여일,,,1,,,,,,,법률,감수,소심,탐욕,,,,,1,,,,,,,
968,요화,121,남,170,184,184,264,1,74,장각,장각,소패,소패,일반,좨주,97,,73,76,62,49,65,건강,왕도,장사강화,3,보통남,보통남,0,,,요화,,,1,분전,철벽,견제,,,,산전,혈로,강건,,,,1,,,,1,,,,,
969,양흥,450,남,169,188,0,211,1,48,,,무위,무위,미등장,없음,0,,61,65,19,21,26,건강,패도,봉시강화,2,호걸남,호걸남,0,,,양흥,,,1,급습,,,,,,공명,,,,,,1,,,,,,,,,
970,양강,727,남,160,184,0,197,0,138,,,완,완,미발견,없음,0,,61,69,42,22,49,건강,할거,어린강화,2,보통남,보통남,0,,,양강,,,1,분전,철벽,,,,,개수,,,,,1,,,,,,,,,,
971,양습,728,남,168,187,0,230,0,34,,,허창,허창,미등장,없음,0,,71,40,73,87,80,건강,예교,병참개혁,4,정중남,정중남,0,,,양습,,,1,저지,진정,,,,,둔전,진흥,안목,친선,소욕,,,,,,1,,1,,,
972,양서,645,남,198,217,0,260,0,72,,,천수,천수,미등장,없음,0,,56,62,66,67,59,건강,할거,성벽확장,2,보통남,보통남,0,,,양서,,,1,저지,,,,,,소심,,,,,,1,,,,,,,,,
973,능조,291,남,165,184,0,203,1,127,,,오,오,미발견,없음,0,,75,81,42,35,54,건강,패도,봉시강화,4,호걸남,호걸남,0,,,능조,,,1,급습,도발,강습,시람,,,앙양,수전,분쇄,저돌,격분,,1,,,,1,,,,,
974,능통,122,남,189,203,0,237,0,127,,,오,오,미등장,없음,0,,77,89,58,40,70,건강,패도,추행강화,4,난폭남,난폭남,56,,,능조,능조,,2,사사삼백,분전,교란,구축,시람,,소탕,호걸,수전,과감,혈로,,1,,,,1,1,,,,
975,양무,1294,남,175,194,0,219,0,29,,,진류,진류,미등장,없음,0,,43,26,67,77,70,건강,예교,지역순회,3,보통남,보통남,0,,,양무,,,1,저지,진정,,,,,진흥,위무,,,,,,,,,1,,,,,
976,요립,716,남,181,200,0,250,0,71,,,무릉,무릉,미등장,없음,0,,22,15,69,76,25,건강,명리,태학,3,거만남,거만남,0,,,요립,,,1,혼란,매성,,,,,소심,오만,,,,,,1,,,,,,,,
977,여개,232,남,190,214,0,227,1,71,,,운남,운남,미등장,없음,0,,53,30,66,77,72,건강,왕도,지세연구,3,정중남,정중남,0,,,여개,,,1,저지,치료,정란,,,,해독,지리,향도,,,,,,1,,,,1,,,
978,여예,875,남,182,206,0,251,0,59,,,완,완,미등장,없음,0,,53,32,63,77,51,건강,예교,병참개혁,3,보통남,보통남,0,,,여예,,,1,고무,,,,,,악주,운반,법률,소욕,,1,,,,,,,,,,
979,여거,549,남,196,210,0,256,1,123,,,여남,여남,미등장,없음,0,,73,62,71,62,64,건강,패도,군제개혁,3,정중남,정중남,0,,,여범,여범,,2,연노,투석,구축,강습,,,숲전,노발,조타,,,,,1,,,1,,,,1,
980,여건,452,남,173,192,0,247,0,29,,,복양,복양,미등장,없음,0,,57,70,61,72,59,건강,왕도,지역순회,3,정중남,정중남,0,,,여건,,,1,연노,업화,,,,,교화,위무,인정,,,,,1,,1,,,,,,
981,여건,1295,남,182,201,0,231,0,33,,,진양,진양,미등장,없음,0,,60,71,35,30,34,건강,패도,성벽확장,3,난폭남,난폭남,0,,,여건,,,1,제사,,,,,,축성,,,,,,1,,,,,,,,,
982,여공,1296,남,160,184,0,192,1,45,,,양양,양양,미발견,없음,0,,51,60,48,23,42,건강,명리,장사강화,2,보통남,보통남,0,,,여공,,,1,제사,저지,,,,,산전,,,,,,,,,,1,,,,,
983,여광,234,남,162,184,0,207,1,107,,,업,업,미발견,없음,0,,56,68,13,22,21,건강,아도,운반개발,2,보통남,보통남,0,,,여광,,,1,돌격,,,,,,공명,,,,,,1,,,,,,,,,
984,여상,453,남,164,184,0,207,1,107,,,업,업,미발견,없음,0,,55,69,12,19,25,건강,아도,병참개혁,2,보통남,보통남,0,,,여광,,,1,돌격,,,,,,공명,,,,,,1,,,,,,,,,
985,여대,141,남,161,184,0,256,0,130,,,광릉,광릉,미발견,없음,0,,79,71,69,74,65,건강,왕도,장사강화,3,위엄남,위엄남,0,,,여대,,,1,제사,대갈,충차,강습,시람,,수전,숲전,위무,소욕,,1,,,,,1,,,1,,
986,여범,233,남,169,188,0,228,0,123,,,여남,여남,미등장,없음,0,,73,60,74,74,68,건강,명리,수군육성,3,정중남,정중남,0,,,여범,,,1,화시,정란,구축,시람,,,규율,조달,조타,점술,탐욕,,,1,,,,,1,,,
987,여포,3,남,156,184,184,198,1,145,정원,정원,진양,진양,일반,호위장군,99,,95,100,26,13,36,건강,아도,삼군강화,3,여포,여포,16,엄씨,,여포,,,1,천하무쌍,급습,제사,대갈,매성,,비장,단기,저돌,악명,단려,1,1,1,,,,1,,,,
988,여몽,30,남,178,193,0,219,0,124,,,여남,여남,미등장,없음,0,,82,81,49,48,74,건강,패도,공법개혁,5,용장남,용장남,47,,,여몽,,,1,수문연무,경파,저지,충차,구축,강습,수전,일심,담력,축성,규율,1,,,,1,1,,,1,,
989,여령기,785,여,182,196,0,198,1,145,,,진양,진양,미등장,없음,0,,69,74,37,18,52,건강,아도,추행강화,3,용감녀,용감녀,0,,,여포,여포,엄씨,2,돌격,매성,,,,,과감,,,,,,1,,,,,1,,,,
990,윤직,456,남,197,216,0,237,1,136,,,양평,양평,미등장,없음,0,,46,42,72,64,58,건강,할거,화계연구,3,보통남,보통남,0,,,윤직,,,1,혼란,고무,,,,,동지,,,,,,,,1,,,,,,,
991,영호우,1297,남,194,218,0,249,0,1,,,진양,진양,미등장,없음,0,,24,38,66,50,19,건강,아도,화계연구,2,교활남,교활남,0,,,영호우,,,1,도발,매성,,,,,공명,오만,,,,,,,,1,,,,,,
992,냉포,545,남,176,205,0,214,1,54,,,성도,성도,미등장,없음,0,,71,82,67,38,22,건강,아도,안행강화,4,교활남,교활남,0,,,냉포,,,1,제사,화시,매성,,,,숲전,교사,공명,난폭,,,,1,,,1,,,,,
993,노육,1298,남,183,207,0,257,0,75,,,계,계,미등장,없음,0,,30,23,71,79,78,건강,예교,본초학,3,정중남,정중남,0,,,노식,노식,,2,대갈,고무,투석,,,,절약,자비,법률,교화,안목,,,,,1,,,,,1,
994,누규,729,남,143,184,0,212,1,42,,,완,완,미발견,없음,0,,52,13,83,67,11,건강,명리,공법개혁,4,책사남,책사남,0,,,누규,,,1,저지,도발,정란,,,,언독,축성,오만,,,,,,,,1,,1,,,
995,누현,617,남,223,242,0,275,1,130,,,소패,소패,미등장,없음,0,,23,21,67,77,80,건강,패도,수군육성,4,정중남,정중남,0,,,누현,,,1,투석,구축,강습,,,,절약,명성,농정,,,,,,,1,,,,,1,
996,누반,730,남,178,198,0,207,1,100,,,북평,북평,미등장,없음,0,,65,75,39,30,52,건강,아도,추행강화,3,난폭남,난폭남,0,,,구력거,구력거,,2,제사,,,,,,오환,동원,,,,,1,,,,,1,,,,
997,노숙,123,남,172,191,0,217,0,124,,,여강,여강,미등장,없음,0,,81,56,92,92,89,건강,왕도,종횡술,5,정중남,정중남,46,,,노숙,,,1,명찰추호,화시,치료,정란,구축,,침착,독려,조달,동원,부호,1,,,1,1,,,1,,,
998,노숙,663,남,208,226,0,274,0,124,,,여강,여강,미등장,없음,0,,70,53,74,77,71,건강,왕도,묵수연구,3,정중남,정중남,0,,,노숙,노숙,,2,업화,정란,구축,,,,수전,능리,부호,,,,,1,,,,,1,,,
999,노초,1299,남,174,193,0,219,0,30,,,진류,진류,미등장,없음,0,,67,74,21,23,27,건강,패도,어린강화,3,보통남,보통남,0,,,노초,,,1,제사,견제,도발,,,,공명,,,,,1,1,,,,,,,,,
1000,노식,200,남,139,184,184,192,0,75,하진,노식,업,업,도독,안동장군,100,,86,63,82,85,85,건강,왕도,경세제민,2,위엄남,위엄남,0,,,노식,,,1,이일대로,연노,경파,견제,고무,충차,붕벽,태연,명경,명성,학자,1,,,1,1,,,,1,,
1201,오환선우,1015,남,165,184,0,263,0,0,오환선우,오환선우,오환,오환,군주,없음,250,,88,89,63,58,83,건강,아도,어린강화,1,거만남,거만남,0,,,오환선우,,,0,돌기,,,,,,오환,효웅,위풍,오만,난폭,,,,,,,,,,,1
1202,오환장수,1016,남,165,184,0,263,0,0,오환선우,오환선우,오환,오환,일반,없음,255,,68,73,34,17,46,건강,아도,어린강화,1,호걸남,호걸남,0,,,오환장수,,,0,돌기,,,,,,오환,독장,저돌,경망,,,,,,,,,,,,1
1203,오환맹자,1016,남,165,184,0,263,0,0,오환선우,오환선우,오환,오환,일반,없음,255,,61,88,20,23,53,건강,아도,어린강화,1,난폭남,난폭남,0,,,오환맹자,,,0,돌기,,,,,,오환,맹자,직정,경망,,,,,,,,,,,,1
1204,오환정병,1016,남,165,184,0,263,0,0,오환선우,오환선우,오환,오환,일반,없음,255,,81,75,45,33,41,건강,아도,어린강화,1,용장남,용장남,0,,,오환정병,,,0,돌기,,,,,,오환,강장,단려,난폭,,,,,,,,,,,,1
1205,오환강병,1016,남,165,184,0,263,0,0,오환선우,오환선우,오환,오환,일반,없음,255,,75,81,15,35,58,건강,아도,어린강화,1,호걸남,호걸남,0,,,오환강병,,,0,돌기,,,,,,오환,효장,저돌,경솔,,,,,,,,,,,,1
1206,오환군사,1016,남,165,184,0,263,0,0,오환선우,오환선우,오환,오환,일반,없음,255,,60,51,70,53,67,건강,아도,어린강화,1,책사남,책사남,0,,,오환군사,,,0,돌기,,,,,,오환,묘산,소침,오만,,,,,,,,,,,,1
1207,오환영병,1016,남,165,184,0,263,0,0,오환선우,오환선우,오환,오환,일반,없음,255,,75,91,23,29,35,건강,아도,어린강화,1,난폭남,난폭남,0,,,오환영병,,,0,돌기,,,,,,오환,투장,저돌,단려,,,,,,,,,,,,1
